Donor,ISO3,Recipient,Economic Development,WHO Region,HEALTH POLICY & ADMIN. MANAGEMENT,MDG6,Other Health Purposes,RH & FP,"Disbursements, Million, 2010 constant US$ (2010-2011)"
Norway,LBR,Liberia,LDCs,Afr, -   , 0.88 , -   , -   , 0.88 
Norway,MMR,Myanmar,LDCs,Sear, -   , 0.10 , 0.75 , -   , 0.85 
Norway,MLI,Mali,LDCs,Afr, 0.02 , 0.09 , 0.05 , 0.68 , 0.84 
Norway,IRQ,Iraq,LMICs,Emr, -   , -   , 0.77 , -   , 0.77 
Norway,ECU,Ecuador,UMICs,Amr, -   , 0.55 , 0.18 , -   , 0.73 
Norway,AGO,Angola,LDCs,Afr, -   , 0.27 , 0.39 , -   , 0.66 
Norway,BOL,Bolivia (Plurinational State of),LMICs,Amr, -   , 0.33 , 0.28 , -   , 0.61 
Norway,GEO,Georgia,LMICs,Eur, -   , 0.50 , -   , -   , 0.50 
Norway,GTM,Guatemala,LMICs,Amr, -   , 0.31 , 0.19 , -   , 0.50 
Norway,BIH,Bosnia and Herzegovina,UMICs,Eur, -   , -   , 0.43 , -   , 0.43 
Norway,LAO,Lao People's Democratic Republic,LDCs,Wpr, 0.14 , 0.20 , -   , 0.05 , 0.38 
Norway,BGD,Bangladesh,LDCs,Sear, -   , 0.17 , 0.21 , -   , 0.37 
Norway,RWA,Rwanda,LDCs,Afr, -   , 0.27 , -   , -   , 0.27 
Norway,SLE,Sierra Leone,LDCs,Afr, 0.27 , -   , -   , -   , 0.27 
Norway,VNM,Viet Nam,LMICs,Wpr, 0.27 , -   , -   , -   , 0.27 
Norway,THA,Thailand,UMICs,Sear, -   , 0.14 , 0.11 , -   , 0.25 
Norway,YEM,Yemen,LDCs,Emr, -   , -   , 0.22 , -   , 0.22 
Norway,LSO,Lesotho,LDCs,Afr, -   , -   , 0.21 , -   , 0.21 
Norway,SYR,Syrian Arab Republic,LMICs,Emr, 0.13 , -   , 0.08 , -   , 0.21 
Norway,CMR,Cameroon,LMICs,Afr, -   , 0.19 , -   , -   , 0.19 
Norway,KGZ,Kyrgyzstan,Other LICs,Eur, -   , -   , 0.17 , -   , 0.17 
Norway,AZE,Azerbaijan,UMICs,Eur, -   , 0.16 , -   , -   , 0.16 
Norway,BWA,Botswana,UMICs,Afr, -   , -   , 0.15 , -   , 0.15 
Norway,MKD,The former Yugoslav Republic of Macedonia,UMICs,Eur, -   , -   , 0.12 , -   , 0.12 
Norway,MDG,Madagascar,LDCs,Afr, -   , -   , 0.12 , -   , 0.12 
Norway,IDN,Indonesia,LMICs,Sear, -   , -   , 0.00 , 0.11 , 0.12 
Norway,JAM,Jamaica,UMICs,Amr, -   , -   , -   , 0.12 , 0.12 
Norway,BFA,Burkina Faso,LDCs,Afr, -   , -   , 0.08 , -   , 0.08 
Norway,NER,Niger,LDCs,Afr, -   , 0.01 , 0.06 , -   , 0.07 
Norway,GHA,Ghana,LMICs,Afr, -   , -   , 0.05 , -   , 0.05 
Norway,EGY,Egypt,LMICs,Emr, -   , -   , -   , 0.03 , 0.03 
Norway,UKR,Ukraine,LMICs,Eur, -   , -   , 0.02 , -   , 0.02 
Norway,CHL,Chile,UMICs,Amr, -   , -   , 0.01 , -   , 0.01 
Norway,SSD,South Sudan,Other LICs,Emr, -   , -   , 0.00 , -   , 0.00 
OFID,Global and Regional,Global and Regional,Global and Regional,Global and Regional, -   , 16.38 , 1.96 , -   , 18.34 
OFID,SYR,Syrian Arab Republic,LMICs,Emr, -   , -   , 4.60 , -   , 4.60 
OFID,KEN,Kenya,Other LICs,Afr, -   , -   , 3.60 , -   , 3.60 
OFID,JOR,Jordan,UMICs,Emr, -   , -   , 3.40 , -   , 3.40 
OFID,TCD,Chad,LDCs,Afr, -   , -   , 3.27 , -   , 3.27 
OFID,TKM,Turkmenistan,LMICs,Eur, -   , -   , 3.08 , -   , 3.08 
OFID,PSE,West Bank and Gaza Strip,LMICs,Not UN, 0.50 , -   , 2.43 , 0.11 , 3.04 
OFID,SEN,Senegal,LDCs,Afr, -   , -   , 2.80 , -   , 2.80 
OFID,ALB,Albania,UMICs,Eur, -   , -   , 2.41 , -   , 2.41 
OFID,GHA,Ghana,LMICs,Afr, -   , -   , 1.95 , -   , 1.95 
OFID,MWI,Malawi,LDCs,Afr, -   , -   , 1.53 , -   , 1.53 
OFID,DJI,Djibouti,LDCs,Emr, -   , -   , 1.08 , -   , 1.08 
OFID,MOZ,Mozambique,LDCs,Afr, -   , -   , 0.78 , -   , 0.78 
OFID,LBN,Lebanon,UMICs,Emr, -   , -   , 0.77 , -   , 0.77 
OFID,CMR,Cameroon,LMICs,Afr, -   , -   , 0.75 , -   , 0.75 
OFID,TZA,United Republic of Tanzania,LDCs,Afr, -   , -   , 0.36 , -   , 0.36 
OFID,NPL,Nepal,LDCs,Sear, -   , -   , 0.30 , -   , 0.30 
OFID,MDG,Madagascar,LDCs,Afr, -   , 0.25 , -   , -   , 0.25 
OFID,CPV,Cape Verde,LMICs,Afr, -   , -   , 0.25 , -   , 0.25 
OFID,EGY,Egypt,LMICs,Emr, -   , -   , 0.17 , -   , 0.17 
OFID,URY,Uruguay,UMICs,Amr, -   , -   , 0.15 , -   , 0.15 
OFID,GTM,Guatemala,LMICs,Amr, -   , -   , 0.10 , -   , 0.10 
OFID,IND,India,LMICs,Sear, -   , 0.05 , -   , -   , 0.05 
OFID,MAR,Morocco,LMICs,Emr, -   , -   , -   , -   , -   
OFID,BFA,Burkina Faso,LDCs,Afr, -   , -   , -   , -   , -   
OFID,BOL,Bolivia (Plurinational State of),LMICs,Amr, -   , -   , -   , -   , -   
OFID,COD,Democratic Republic of the Congo,LDCs,Afr, -   , -   , -   , -   , -   
OFID,HND,Honduras,LMICs,Amr, -   , -   , -   , -   , -   
OFID,JAM,Jamaica,UMICs,Amr, -   , -   , -   , -   , -   
OFID,KGZ,Kyrgyzstan,Other LICs,Eur, -   , -   , -   , -   , -   
OFID,LSO,Lesotho,LDCs,Afr, -   , -   , -   , -   , -   
OFID,MDV,Maldives,UMICs,Sear, -   , -   , -   , -   , -   
OFID,PER,Peru,UMICs,Amr, -   , -   , -   , -   , -   
OFID,PNG,Papua New Guinea,LMICs,Wpr, -   , -   , -   , -   , -   
OFID,PRK,Democratic People's Republic of Korea,Other LICs,Sear, -   , -   , -   , -   , -   
OFID,TJK,Tajikistan,Other LICs,Eur, -   , -   , -   , -   , -   
OFID,UGA,Uganda,LDCs,Afr, -   , -   , -   , -   , -   
OFID,VNM,Viet Nam,LMICs,Wpr, -   , -   , -   , -   , -   
OFID,ZMB,Zambia,LDCs,Afr, -   , -   , -   , -   , -   
Portugal,CPV,Cape Verde,LMICs,Afr, 0.11 , -   , 13.25 , 0.01 , 13.37 
Portugal,STP,Sao Tome and Principe,LDCs,Afr, 0.17 , 0.16 , 5.46 , 0.15 , 5.95 
Portugal,GNB,Guinea-Bissau,LDCs,Afr, 0.01 , 0.20 , 3.36 , 0.40 , 3.97 
Portugal,AGO,Angola,LDCs,Afr, 0.12 , 0.14 , 3.33 , 0.03 , 3.62 
Portugal,TLS,Timor-Leste,LDCs,Sear, -   , -   , 0.57 , 0.09 , 0.67 
Portugal,MOZ,Mozambique,LDCs,Afr, 0.01 , 0.27 , 0.34 , -   , 0.62 
Portugal,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 0.01 , 0.42 , 0.07 , -   , 0.49 
Portugal,LCA,Saint Lucia,UMICs,Amr, 0.04 , -   , -   , -   , 0.04 
Portugal,CUB,Cuba,UMICs,Amr, 0.01 , -   , -   , -   , 0.01 
Portugal,AFG,Afghanistan,LDCs,Emr, -   , -   , 0.00 , -   , 0.00 
Portugal,BRA,Brazil,UMICs,Amr, -   , -   , 0.00 , -   , 0.00 
Republic of Korea,VNM,Viet Nam,LMICs,Wpr, 0.47 , -   , 42.97 , -   , 43.44 
Republic of Korea,BIH,Bosnia and Herzegovina,UMICs,Eur, -   , -   , 38.40 , -   , 38.40 
Republic of Korea,AFG,Afghanistan,LDCs,Emr, -   , -   , 25.51 , -   , 25.51 
Republic of Korea,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 7.68 , 4.35 , 4.27 , 0.08 , 16.38 
Republic of Korea,IDN,Indonesia,LMICs,Sear, 0.03 , -   , 15.38 , -   , 15.41 
Republic of Korea,LAO,Lao People's Democratic Republic,LDCs,Wpr, 0.13 , 0.15 , 10.53 , 0.30 , 11.10 
Republic of Korea,COL,Colombia,UMICs,Amr, 0.03 , 0.02 , 10.31 , -   , 10.36 
Republic of Korea,HND,Honduras,LMICs,Amr, -   , -   , 6.93 , -   , 6.93 
Republic of Korea,PRY,Paraguay,LMICs,Amr, 0.14 , -   , 6.26 , 0.02 , 6.43 
Republic of Korea,TZA,United Republic of Tanzania,LDCs,Afr, 0.03 , 1.01 , 4.24 , 0.20 , 5.48 
Republic of Korea,KHM,Cambodia,LDCs,Wpr, 0.35 , 0.01 , 4.34 , 0.02 , 4.72 
Republic of Korea,COD,Democratic Republic of the Congo,LDCs,Afr, 0.15 , 1.23 , 2.91 , 0.01 , 4.31 
Republic of Korea,PER,Peru,UMICs,Amr, 0.16 , -   , 2.12 , 1.57 , 3.85 
Republic of Korea,UZB,Uzbekistan,LMICs,Eur, 0.04 , 2.21 , 1.36 , -   , 3.61 
Republic of Korea,ETH,Ethiopia,LDCs,Afr, 0.18 , 0.63 , 1.95 , 0.67 , 3.43 
Republic of Korea,PHL,Philippines,LMICs,Wpr, 0.01 , 1.42 , 1.97 , 0.02 , 3.42 
Republic of Korea,PSE,West Bank and Gaza Strip,LMICs,Not UN, 0.01 , -   , 2.99 , -   , 3.00 
Republic of Korea,NPL,Nepal,LDCs,Sear, 1.43 , 0.17 , 1.28 , 0.02 , 2.90 
Republic of Korea,JOR,Jordan,UMICs,Emr, -   , -   , 2.36 , -   , 2.36 
Republic of Korea,BGD,Bangladesh,LDCs,Sear, 0.06 , -   , 0.68 , 1.23 , 1.96 
Republic of Korea,KAZ,Kazakhstan,UMICs,Eur, 0.02 , -   , 1.56 , -   , 1.58 
Republic of Korea,NER,Niger,LDCs,Afr, -   , 1.22 , 0.14 , 0.20 , 1.56 
Republic of Korea,IRQ,Iraq,LMICs,Emr, 0.23 , 0.13 , 1.04 , -   , 1.40 
Republic of Korea,MNG,Mongolia,LMICs,Wpr, 0.09 , -   , 1.25 , -   , 1.34 
Republic of Korea,UGA,Uganda,LDCs,Afr, 0.03 , 0.64 , 0.53 , -   , 1.21 
Republic of Korea,MOZ,Mozambique,LDCs,Afr, 0.03 , -   , 1.17 , -   , 1.20 
Republic of Korea,MWI,Malawi,LDCs,Afr, -   , 0.97 , 0.22 , -   , 1.19 
Republic of Korea,SEN,Senegal,LDCs,Afr, -   , 0.38 , 0.79 , -   , 1.17 
Republic of Korea,KEN,Kenya,Other LICs,Afr, -   , 0.02 , 1.11 , 0.02 , 1.14 
Republic of Korea,LKA,Sri Lanka,LMICs,Sear, 0.05 , -   , 0.97 , -   , 1.02 
Republic of Korea,GTM,Guatemala,LMICs,Amr, 0.02 , -   , 0.99 , -   , 1.00 
Republic of Korea,PNG,Papua New Guinea,LMICs,Wpr, 0.01 , -   , 0.84 , 0.01 , 0.86 
Republic of Korea,MLI,Mali,LDCs,Afr, -   , -   , 0.83 , -   , 0.83 
Republic of Korea,ECU,Ecuador,UMICs,Amr, 0.02 , -   , 0.72 , -   , 0.74 
Republic of Korea,CIV,Côte d'Ivoire,LMICs,Afr, -   , 0.05 , 0.68 , -   , 0.73 
Republic of Korea,SDN,Sudan,LDCs,Emr, -   , 0.66 , -   , -   , 0.66 
Republic of Korea,BFA,Burkina Faso,LDCs,Afr, -   , 0.58 , -   , -   , 0.58 
Republic of Korea,DOM,Dominican Republic,UMICs,Amr, -   , -   , 0.30 , 0.21 , 0.51 
Republic of Korea,NGA,Nigeria,LMICs,Afr, 0.05 , 0.31 , 0.16 , -   , 0.51 
Republic of Korea,RWA,Rwanda,LDCs,Afr, 0.13 , -   , 0.38 , -   , 0.51 
Republic of Korea,CHN,China,UMICs,Wpr, 0.15 , 0.06 , 0.28 , -   , 0.49 
Republic of Korea,MAR,Morocco,LMICs,Emr, -   , -   , 0.48 , -   , 0.48 
Republic of Korea,ZMB,Zambia,LDCs,Afr, -   , -   , 0.42 , -   , 0.42 
Republic of Korea,MMR,Myanmar,LDCs,Sear, 0.03 , 0.27 , 0.10 , 0.02 , 0.42 
Republic of Korea,EGY,Egypt,LMICs,Emr, -   , -   , 0.38 , 0.02 , 0.40 
Republic of Korea,CMR,Cameroon,LMICs,Afr, 0.03 , 0.07 , 0.21 , 0.04 , 0.36 
Republic of Korea,PAK,Pakistan,LMICs,Emr, 0.17 , -   , 0.12 , -   , 0.29 
Republic of Korea,SLV,El Salvador,LMICs,Amr, -   , -   , 0.27 , -   , 0.27 
Republic of Korea,CAF,Central African Republic,LDCs,Afr, 0.02 , -   , 0.21 , -   , 0.23 
Republic of Korea,BOL,Bolivia (Plurinational State of),LMICs,Amr, 0.03 , -   , 0.17 , -   , 0.20 
Republic of Korea,COG,Congo,LMICs,Afr, -   , 0.20 , -   , -   , 0.20 
Republic of Korea,PAN,Panama,UMICs,Amr, -   , -   , 0.17 , -   , 0.17 
Republic of Korea,GHA,Ghana,LMICs,Afr, 0.02 , 0.00 , 0.14 , -   , 0.17 
Republic of Korea,ZWE,Zimbabwe,Other LICs,Afr, -   , -   , 0.11 , -   , 0.11 
Republic of Korea,TUN,Tunisia,UMICs,Emr, -   , -   , 0.10 , -   , 0.10 
Republic of Korea,THA,Thailand,UMICs,Sear, -   , -   , 0.10 , -   , 0.10 
Republic of Korea,TLS,Timor-Leste,LDCs,Sear, 0.06 , 0.02 , -   , 0.02 , 0.10 
Republic of Korea,SLE,Sierra Leone,LDCs,Afr, -   , -   , 0.08 , 0.01 , 0.10 
Republic of Korea,KGZ,Kyrgyzstan,Other LICs,Eur, 0.01 , -   , 0.06 , -   , 0.07 
Republic of Korea,UKR,Ukraine,LMICs,Eur, 0.01 , -   , 0.05 , -   , 0.05 
Republic of Korea,PLW,Palau,UMICs,Wpr, -   , -   , 0.05 , -   , 0.05 
Republic of Korea,MDG,Madagascar,LDCs,Afr, -   , -   , 0.04 , -   , 0.04 
Republic of Korea,HTI,Haiti,LDCs,Amr, -   , 0.03 , -   , 0.01 , 0.04 
Republic of Korea,MYS,Malaysia,UMICs,Wpr, -   , -   , 0.03 , -   , 0.03 
Republic of Korea,AZE,Azerbaijan,UMICs,Eur, 0.03 , -   , -   , -   , 0.03 
Republic of Korea,GNQ,Equatorial Guinea,LDCs,Afr, -   , -   , 0.03 , -   , 0.03 
Republic of Korea,ZAF,South Africa,UMICs,Afr, -   , -   , 0.03 , -   , 0.03 
Republic of Korea,LCA,Saint Lucia,UMICs,Amr, -   , -   , 0.01 , 0.01 , 0.02 
Republic of Korea,BTN,Bhutan,LDCs,Sear, 0.01 , -   , -   , -   , 0.01 
Republic of Korea,SWZ,Swaziland,LMICs,Afr, -   , -   , 0.01 , -   , 0.01 
Republic of Korea,SLB,Solomon Islands,LDCs,Wpr, -   , -   , -   , 0.01 , 0.01 
Republic of Korea,TCD,Chad,LDCs,Afr, -   , -   , -   , 0.01 , 0.01 
Republic of Korea,ERI,Eritrea,LDCs,Afr, -   , -   , 0.01 , -   , 0.01 
Republic of Korea,IND,India,LMICs,Sear, -   , -   , 0.01 , -   , 0.01 
Republic of Korea,VCT,Saint Vincent and the Grenadines,UMICs,Amr, -   , -   , -   , 0.01 , 0.01 
Spain,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 26.53 , 12.11 , 26.53 , 31.07 , 96.24 
Spain,ARG,Argentina,UMICs,Amr, 0.12 , 0.05 , 24.93 , -   , 25.11 
Spain,MOZ,Mozambique,LDCs,Afr, 11.77 , 0.66 , 6.15 , 0.40 , 18.98 
Spain,PSE,West Bank and Gaza Strip,LMICs,Not UN, 8.89 , -   , 7.31 , 1.39 , 17.60 
Spain,ETH,Ethiopia,LDCs,Afr, 13.55 , 0.35 , 2.47 , 0.35 , 16.72 
Spain,PER,Peru,UMICs,Amr, 2.77 , 1.16 , 11.74 , 0.92 , 16.59 
Spain,MLI,Mali,LDCs,Afr, 8.49 , 0.62 , 4.22 , 2.84 , 16.17 
Spain,NER,Niger,LDCs,Afr, 8.33 , 0.18 , 2.41 , 4.89 , 15.81 
Spain,BOL,Bolivia (Plurinational State of),LMICs,Amr, 0.37 , 2.22 , 10.77 , 1.08 , 14.44 
Spain,MAR,Morocco,LMICs,Emr, 9.66 , 0.03 , 1.10 , 2.02 , 12.82 
Spain,GNQ,Equatorial Guinea,LDCs,Afr, 3.84 , 2.16 , 6.02 , -   , 12.02 
Spain,SLV,El Salvador,LMICs,Amr, 3.30 , 0.39 , 6.01 , 2.31 , 12.01 
Spain,PHL,Philippines,LMICs,Wpr, 0.02 , -   , 11.61 , 0.13 , 11.77 
Spain,GTM,Guatemala,LMICs,Amr, 1.46 , 1.18 , 5.45 , 2.40 , 10.49 
Spain,NIC,Nicaragua,LMICs,Amr, 2.23 , 0.03 , 4.46 , 2.58 , 9.30 
Spain,COD,Democratic Republic of the Congo,LDCs,Afr, 1.27 , 0.37 , 7.26 , 0.00 , 8.90 
Spain,DOM,Dominican Republic,UMICs,Amr, 0.11 , 4.82 , 1.69 , 0.46 , 7.09 
Spain,MRT,Mauritania,LDCs,Afr, 1.34 , 0.01 , 2.85 , 2.47 , 6.68 
Spain,SEN,Senegal,LDCs,Afr, 0.43 , 0.54 , 3.58 , 1.35 , 5.90 
Spain,ECU,Ecuador,UMICs,Amr, 0.36 , 0.57 , 4.62 , 0.00 , 5.55 
Spain,CUB,Cuba,UMICs,Amr, 1.43 , 0.08 , 3.55 , 0.04 , 5.11 
Spain,CPV,Cape Verde,LMICs,Afr, 4.43 , 0.01 , 0.05 , -   , 4.49 
Spain,GNB,Guinea-Bissau,LDCs,Afr, 0.10 , 1.07 , 2.24 , 0.21 , 3.62 
Spain,PRY,Paraguay,LMICs,Amr, 0.34 , 0.05 , 0.66 , 2.42 , 3.47 
Spain,SDN,Sudan,LDCs,Emr, 1.24 , -   , 2.15 , -   , 3.39 
Spain,KEN,Kenya,Other LICs,Afr, -   , 1.33 , 1.44 , 0.16 , 2.93 
Spain,COL,Colombia,UMICs,Amr, 0.76 , 0.69 , 1.26 , 0.15 , 2.84 
Spain,HND,Honduras,LMICs,Amr, 0.02 , 0.02 , 0.91 , 1.53 , 2.49 
Spain,HTI,Haiti,LDCs,Amr, 0.10 , 0.28 , 1.09 , 0.93 , 2.39 
Spain,AFG,Afghanistan,LDCs,Emr, -   , -   , 2.28 , -   , 2.28 
Spain,MEX,Mexico,UMICs,Amr, 0.35 , 0.01 , 1.35 , 0.31 , 2.02 
Spain,TZA,United Republic of Tanzania,LDCs,Afr, -   , 0.66 , 0.09 , 1.21 , 1.96 
Spain,AGO,Angola,LDCs,Afr, 1.33 , 0.10 , 0.45 , -   , 1.88 
Spain,LBR,Liberia,LDCs,Afr, -   , -   , 1.55 , 0.18 , 1.73 
Spain,BFA,Burkina Faso,LDCs,Afr, -   , 0.31 , 0.61 , 0.70 , 1.62 
Spain,CAF,Central African Republic,LDCs,Afr, -   , 0.03 , 1.59 , -   , 1.61 
Spain,IND,India,LMICs,Sear, -   , 1.09 , 0.52 , -   , 1.61 
Spain,CMR,Cameroon,LMICs,Afr, 0.11 , 0.22 , 1.11 , 0.07 , 1.52 
Spain,VEN,Venezuela (Bolivarian Republic of),UMICs,Amr, 1.06 , -   , 0.40 , -   , 1.45 
Spain,LBN,Lebanon,UMICs,Emr, 0.37 , -   , 0.47 , 0.54 , 1.38 
Spain,CHL,Chile,UMICs,Amr, 0.02 , -   , 1.23 , -   , 1.25 
Spain,VNM,Viet Nam,LMICs,Wpr, -   , -   , 1.23 , -   , 1.23 
Spain,CIV,Côte d'Ivoire,LMICs,Afr, 0.28 , 0.09 , 0.59 , -   , 0.96 
Spain,SLE,Sierra Leone,LDCs,Afr, 0.04 , 0.20 , 0.55 , 0.12 , 0.91 
Spain,GHA,Ghana,LMICs,Afr, -   , 0.09 , 0.81 , -   , 0.90 
Spain,BRA,Brazil,UMICs,Amr, 0.10 , 0.02 , 0.76 , -   , 0.88 
Spain,RWA,Rwanda,LDCs,Afr, -   , 0.09 , 0.77 , 0.00 , 0.86 
Spain,JOR,Jordan,UMICs,Emr, -   , -   , 0.29 , 0.54 , 0.83 
Spain,GMB,Gambia,LDCs,Afr, 0.13 , -   , 0.67 , -   , 0.80 
Spain,CRI,Costa Rica,UMICs,Amr, 0.00 , -   , 0.79 , -   , 0.79 
Spain,BGD,Bangladesh,LDCs,Sear, -   , -   , 0.24 , 0.51 , 0.75 
Spain,URY,Uruguay,UMICs,Amr, 0.16 , -   , 0.52 , -   , 0.68 
Spain,SYR,Syrian Arab Republic,LMICs,Emr, -   , -   , 0.57 , -   , 0.57 
Spain,EGY,Egypt,LMICs,Emr, 0.00 , 0.12 , 0.38 , -   , 0.51 
Spain,TUN,Tunisia,UMICs,Emr, -   , -   , 0.43 , -   , 0.43 
Spain,DZA,Algeria,UMICs,Afr, -   , 0.02 , 0.39 , -   , 0.41 
Spain,TGO,Togo,LDCs,Afr, -   , 0.02 , 0.31 , 0.00 , 0.34 
Spain,ZWE,Zimbabwe,Other LICs,Afr, -   , 0.29 , -   , -   , 0.29 
Spain,TCD,Chad,LDCs,Afr, -   , -   , 0.25 , -   , 0.25 
Spain,BEN,Benin,LDCs,Afr, -   , -   , 0.15 , 0.04 , 0.19 
Spain,MWI,Malawi,LDCs,Afr, -   , -   , 0.11 , 0.08 , 0.19 
Spain,CHN,China,UMICs,Wpr, -   , -   , 0.18 , -   , 0.18 
Spain,UGA,Uganda,LDCs,Afr, -   , 0.07 , 0.10 , 0.01 , 0.18 
Spain,PAN,Panama,UMICs,Amr, 0.01 , 0.04 , 0.11 , -   , 0.16 
Spain,KGZ,Kyrgyzstan,Other LICs,Eur, -   , 0.15 , -   , -   , 0.15 
Spain,NAM,Namibia,UMICs,Afr, -   , 0.13 , 0.02 , -   , 0.15 
Spain,TUR,Turkey,UMICs,Eur, -   , -   , 0.15 , -   , 0.15 
Spain,JAM,Jamaica,UMICs,Amr, -   , -   , 0.13 , -   , 0.13 
Spain,COG,Congo,LMICs,Afr, -   , -   , 0.10 , -   , 0.10 
Spain,NGA,Nigeria,LMICs,Afr, -   , 0.01 , 0.09 , -   , 0.09 
Spain,SRB,Serbia,UMICs,Eur, -   , -   , 0.09 , -   , 0.09 
Spain,BIH,Bosnia and Herzegovina,UMICs,Eur, -   , -   , 0.08 , -   , 0.08 
Spain,ALB,Albania,UMICs,Eur, -   , -   , 0.07 , -   , 0.07 
Spain,UKR,Ukraine,LMICs,Eur, -   , 0.07 , -   , -   , 0.07 
Spain,MDG,Madagascar,LDCs,Afr, -   , -   , 0.06 , -   , 0.06 
Spain,SOM,Somalia,LDCs,Emr, -   , -   , 0.04 , -   , 0.04 
Spain,DMA,Dominica,UMICs,Amr, -   , 0.04 , -   , -   , 0.04 
Spain,GIN,Guinea,LDCs,Afr, -   , -   , 0.04 , -   , 0.04 
Spain,BLR,Belarus,UMICs,Eur, -   , -   , 0.04 , -   , 0.04 
Spain,ZAF,South Africa,UMICs,Afr, -   , -   , 0.03 , -   , 0.03 
Spain,IRQ,Iraq,LMICs,Emr, -   , -   , 0.03 , -   , 0.03 
Spain,NPL,Nepal,LDCs,Sear, -   , -   , 0.02 , 0.00 , 0.02 
Spain,KHM,Cambodia,LDCs,Wpr, -   , -   , 0.01 , -   , 0.01 
Spain,BDI,Burundi,LDCs,Afr, -   , -   , 0.01 , -   , 0.01 
Spain,STP,Sao Tome and Principe,LDCs,Afr, -   , -   , 0.01 , -   , 0.01 
Spain,IRN,Iran (Islamic Republic of),UMICs,Emr, -   , -   , 0.01 , -   , 0.01 
Spain,THA,Thailand,UMICs,Sear, -   , -   , -   , 0.00 , 0.00 
Spain,DJI,Djibouti,LDCs,Emr, -   , -   , -   , -   , -   
Spain,IDN,Indonesia,LMICs,Sear, -   , -   , -   , -   , -   
Spain,UZB,Uzbekistan,LMICs,Eur, -   , -   , -   , -   , -   
Sweden,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 13.84 , 95.08 , 40.96 , 44.37 , 194.25 
Sweden,BGD,Bangladesh,LDCs,Sear, -   , 1.47 , 19.51 , 3.65 , 24.63 
Sweden,UGA,Uganda,LDCs,Afr, 1.16 , 2.76 , 14.67 , 5.79 , 24.38 
Sweden,SDN,Sudan,LDCs,Emr, 1.43 , 0.12 , 17.65 , 0.70 , 19.91 
Sweden,COD,Democratic Republic of the Congo,LDCs,Afr, -   , 0.30 , 18.17 , 0.87 , 19.34 
Sweden,ZAF,South Africa,UMICs,Afr, 0.03 , 12.52 , 0.29 , -   , 12.84 
Sweden,ZWE,Zimbabwe,Other LICs,Afr, -   , 9.53 , 0.03 , -   , 9.56 
Sweden,SOM,Somalia,LDCs,Emr, -   , 0.01 , 7.21 , -   , 7.22 
Sweden,GTM,Guatemala,LMICs,Amr, 3.32 , 0.02 , 2.83 , 1.00 , 7.17 
Sweden,BFA,Burkina Faso,LDCs,Afr, -   , 0.06 , 6.97 , -   , 7.02 
Sweden,ZMB,Zambia,LDCs,Afr, 0.40 , 1.46 , 4.68 , -   , 6.54 
Sweden,ETH,Ethiopia,LDCs,Afr, 0.01 , 0.04 , 4.77 , 0.07 , 4.89 
Sweden,TZA,United Republic of Tanzania,LDCs,Afr, -   , 0.10 , 3.65 , -   , 3.75 
Sweden,KGZ,Kyrgyzstan,Other LICs,Eur, 2.66 ,-0.00 , 0.74 , -   , 3.40 
Sweden,VNM,Viet Nam,LMICs,Wpr, 0.34 , 0.01 , 2.95 , -   , 3.31 
Sweden,IND,India,LMICs,Sear, -   , 0.70 , 1.28 , 1.12 , 3.10 
Sweden,BWA,Botswana,UMICs,Afr, -   , 1.53 , 1.20 , -   , 2.72 
Sweden,NIC,Nicaragua,LMICs,Amr,-0.00 , 0.00 , 1.65 , 0.03 , 1.68 
Sweden,MOZ,Mozambique,LDCs,Afr, -   , 0.58 , 1.08 , -   , 1.65 
Sweden,MMR,Myanmar,LDCs,Sear, -   , 1.31 , 0.01 , -   , 1.32 
Sweden,TJK,Tajikistan,Other LICs,Eur, 0.72 , 0.00 , 0.24 , -   , 0.96 
Sweden,KHM,Cambodia,LDCs,Wpr, -   , 0.56 , 0.01 , -   , 0.57 
Sweden,BOL,Bolivia (Plurinational State of),LMICs,Amr, -   , 0.47 , 0.13 ,-0.03 , 0.56 
Sweden,AGO,Angola,LDCs,Afr, -   , 0.50 , -   , -   , 0.50 
Sweden,HND,Honduras,LMICs,Amr, -   , 0.02 , 0.42 , -   , 0.44 
Sweden,CHN,China,UMICs,Wpr, 0.20 , 0.08 , 0.00 , 0.12 , 0.40 
Sweden,NAM,Namibia,UMICs,Afr, -   , 0.32 , 0.03 , -   , 0.35 
Sweden,PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , 0.21 , 0.11 , -   , 0.32 
Sweden,LKA,Sri Lanka,LMICs,Sear, -   , 0.09 , 0.16 , -   , 0.25 
Sweden,GEO,Georgia,LMICs,Eur, -   , 0.22 , -   , -   , 0.22 
Sweden,KEN,Kenya,Other LICs,Afr,-0.28 , 0.51 ,-0.02 , -   , 0.21 
Sweden,EGY,Egypt,LMICs,Emr, -   , 0.13 , 0.05 , -   , 0.18 
Sweden,BIH,Bosnia and Herzegovina,UMICs,Eur, -   , -   , 0.16 , -   , 0.16 
Sweden,MRT,Mauritania,LDCs,Afr, -   , 0.08 , 0.05 , -   , 0.14 
Sweden,BEN,Benin,LDCs,Afr, -   , 0.08 , 0.03 , -   , 0.11 
