Donor,ISO3,Recipient,Economic Development,WHO Region,HEALTH POLICY & ADMIN. MANAGEMENT,MDG6,Other Health Purposes,RH & FP,"Disbursements, Million, 2010 constant US$ (2010-2011)"
Sweden,TGO,Togo,LDCs,Afr, -   , 0.07 , 0.03 , -   , 0.10 
Sweden,PAK,Pakistan,LMICs,Emr, -   , 0.07 , 0.02 , -   , 0.09 
Sweden,BDI,Burundi,LDCs,Afr, -   , 0.06 , 0.02 , -   , 0.08 
Sweden,SLV,El Salvador,LMICs,Amr, 0.05 , 0.02 , 0.00 , -   , 0.07 
Sweden,AFG,Afghanistan,LDCs,Emr, -   , 0.05 , 0.01 , -   , 0.07 
Sweden,LBN,Lebanon,UMICs,Emr, -   , 0.06 , 0.00 , -   , 0.06 
Sweden,RWA,Rwanda,LDCs,Afr, -   , 0.05 , 0.02 , -   , 0.06 
Sweden,PHL,Philippines,LMICs,Wpr, -   , 0.05 , 0.01 , -   , 0.06 
Sweden,MLI,Mali,LDCs,Afr, -   , 0.04 , 0.02 , -   , 0.06 
Sweden,SRB,Serbia,UMICs,Eur, -   , 0.02 , 0.03 , -   , 0.05 
Sweden,BRA,Brazil,UMICs,Amr, -   , 0.04 , 0.01 , -   , 0.04 
Sweden,YEM,Yemen,LDCs,Emr, -   , 0.03 , 0.01 , -   , 0.04 
Sweden,LBR,Liberia,LDCs,Afr, -   , 0.01 , 0.03 , -   , 0.04 
Sweden,MWI,Malawi,LDCs,Afr, -   , 0.02 , 0.00 , -   , 0.03 
Sweden,JOR,Jordan,UMICs,Emr, -   , 0.02 , 0.01 , -   , 0.03 
Sweden,ARG,Argentina,UMICs,Amr, -   , 0.02 , 0.01 , -   , 0.02 
Sweden,THA,Thailand,UMICs,Sear, -   , 0.02 , 0.00 , -   , 0.02 
Sweden,PER,Peru,UMICs,Amr, -   , 0.01 , 0.01 , -   , 0.02 
Sweden,NPL,Nepal,LDCs,Sear, -   , 0.02 , 0.00 , -   , 0.02 
Sweden,GMB,Gambia,LDCs,Afr, -   , 0.01 , 0.00 , -   , 0.02 
Sweden,ARM,Armenia,LMICs,Eur, -   , 0.01 , 0.01 , -   , 0.02 
Sweden,ERI,Eritrea,LDCs,Afr, -   , 0.00 , 0.01 , -   , 0.01 
Sweden,TCD,Chad,LDCs,Afr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,CHL,Chile,UMICs,Amr, -   , 0.01 , -   , -   , 0.01 
Sweden,IDN,Indonesia,LMICs,Sear, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,COL,Colombia,UMICs,Amr, -   , 0.00 , 0.01 , -   , 0.01 
Sweden,SLE,Sierra Leone,LDCs,Afr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,MYS,Malaysia,UMICs,Wpr, -   , 0.01 , -   , -   , 0.01 
Sweden,GIN,Guinea,LDCs,Afr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,COG,Congo,LMICs,Afr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,DOM,Dominican Republic,UMICs,Amr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,IRQ,Iraq,LMICs,Emr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,NGA,Nigeria,LMICs,Afr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,LSO,Lesotho,LDCs,Afr, -   , 0.01 , -   , -   , 0.01 
Sweden,CMR,Cameroon,LMICs,Afr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,SEN,Senegal,LDCs,Afr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,PRY,Paraguay,LMICs,Amr, -   , 0.01 , 0.00 , -   , 0.01 
Sweden,ECU,Ecuador,UMICs,Amr, -   , 0.00 , 0.00 , -   , 0.01 
Sweden,SWZ,Swaziland,LMICs,Afr, -   , 0.00 , 0.00 , -   , 0.01 
Sweden,PAN,Panama,UMICs,Amr, -   , 0.00 , 0.00 , -   , 0.00 
Sweden,MNG,Mongolia,LMICs,Wpr, -   , 0.00 , 0.00 , -   , 0.00 
Sweden,CRI,Costa Rica,UMICs,Amr, -   , 0.00 , 0.00 , -   , 0.00 
Sweden,TUR,Turkey,UMICs,Eur, -   , 0.00 , -   , -   , 0.00 
Sweden,CIV,Côte d'Ivoire,LMICs,Afr, -   , 0.00 , 0.00 , -   , 0.00 
Sweden,CAF,Central African Republic,LDCs,Afr, -   , 0.00 , 0.00 , -   , 0.00 
Sweden,MDA,Republic of Moldova,LMICs,Eur, -   , -   , 0.00 , -   , 0.00 
Sweden,TLS,Timor-Leste,LDCs,Sear, -   , 0.00 , -   , -   , 0.00 
Sweden,GNB,Guinea-Bissau,LDCs,Afr, -   , 0.00 , 0.00 , -   , 0.00 
Sweden,WSM,Samoa,LDCs,Wpr, -   , 0.00 , 0.00 , -   , 0.00 
Sweden,GHA,Ghana,LMICs,Afr, -   , 0.00 , 0.00 , -   , 0.00 
Sweden,NER,Niger,LDCs,Afr, -   , 0.00 , -   , -   , 0.00 
Sweden,DJI,Djibouti,LDCs,Emr, -   , -   , -   , -   , -   
Sweden,ALB,Albania,UMICs,Eur, -   , -   , -   ,-0.01 ,-0.01 
Sweden,UKR,Ukraine,LMICs,Eur, -   ,-0.03 , 0.01 , -   ,-0.02 
Sweden,LAO,Lao People's Democratic Republic,LDCs,Wpr, -   , 0.01 ,-0.10 , -   ,-0.09 
Sweden,BLR,Belarus,UMICs,Eur,-1.46 , 0.36 , 0.88 , -   ,-0.22 
Switzerland,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 5.83 , 10.99 , 1.51 , 3.12 , 21.45 
Switzerland,TZA,United Republic of Tanzania,LDCs,Afr, 0.50 , 0.41 , 11.51 , 5.04 , 17.46 
Switzerland,MOZ,Mozambique,LDCs,Afr, 8.59 , 0.02 , 3.39 , 0.81 , 12.80 
Switzerland,MDA,Republic of Moldova,LMICs,Eur, 3.39 , -   , 6.42 , 0.64 , 10.44 
Switzerland,KGZ,Kyrgyzstan,Other LICs,Eur, 3.03 , -   , 4.21 , -   , 7.24 
Switzerland,KHM,Cambodia,LDCs,Wpr, 0.24 , -   , -   , 6.44 , 6.68 
Switzerland,BDI,Burundi,LDCs,Afr, 1.14 , 0.48 , 3.78 , -   , 5.40 
Switzerland,TJK,Tajikistan,Other LICs,Eur, 0.01 , -   , 4.94 , -   , 4.95 
Switzerland,COD,Democratic Republic of the Congo,LDCs,Afr, -   , -   , 3.28 , -   , 3.28 
Switzerland,BEN,Benin,LDCs,Afr, 3.18 , -   ,-0.04 , 0.07 , 3.22 
Switzerland,RWA,Rwanda,LDCs,Afr, -   , -   , 2.82 , -   , 2.82 
Switzerland,PSE,West Bank and Gaza Strip,LMICs,Not UN, 1.91 , -   , 0.90 , -   , 2.81 
Switzerland,UKR,Ukraine,LMICs,Eur, -   ,-0.00 , 2.80 , -   , 2.80 
Switzerland,EGY,Egypt,LMICs,Emr, -   , -   , 2.77 , -   , 2.77 
Switzerland,BIH,Bosnia and Herzegovina,UMICs,Eur, 0.95 , -   , 1.81 , -   , 2.76 
Switzerland,LBR,Liberia,LDCs,Afr, -   , -   , 2.60 , -   , 2.60 
Switzerland,MLI,Mali,LDCs,Afr, 0.31 , -   , 1.80 , -   , 2.12 
Switzerland,NPL,Nepal,LDCs,Sear, -   , -   , 1.48 , -   , 1.48 
Switzerland,ZWE,Zimbabwe,Other LICs,Afr, -   , 1.47 , -   , -   , 1.47 
Switzerland,SOM,Somalia,LDCs,Emr, -   , -   , 1.43 , -   , 1.43 
Switzerland,PER,Peru,UMICs,Amr, 1.41 , -   , -   , -   , 1.41 
Switzerland,TCD,Chad,LDCs,Afr, -   , -   , 0.60 , 0.52 , 1.12 
Switzerland,COL,Colombia,UMICs,Amr, 0.58 , 0.04 , 0.44 , -   , 1.06 
Switzerland,UNK,Kosovo (SCR 1244 (1999)),LMICs,Not UN, 0.96 , -   , 0.07 , -   , 1.03 
Switzerland,ALB,Albania,UMICs,Eur, 0.84 , -   , -   , -   , 0.84 
Switzerland,LBY,Libya,UMICs,Emr, -   , -   , 0.48 , -   , 0.48 
Switzerland,ARM,Armenia,LMICs,Eur, 0.38 , -   , -   , -   , 0.38 
Switzerland,CMR,Cameroon,LMICs,Afr, -   , 0.22 , 0.10 , -   , 0.33 
Switzerland,SDN,Sudan,LDCs,Emr, -   , 0.09 , 0.10 , 0.01 , 0.20 
Switzerland,LBN,Lebanon,UMICs,Emr, -   , -   , 0.20 , -   , 0.20 
Switzerland,MWI,Malawi,LDCs,Afr, -   , 0.19 , -   , -   , 0.19 
Switzerland,SLE,Sierra Leone,LDCs,Afr, -   , -   , 0.15 , -   , 0.15 
Switzerland,IND,India,LMICs,Sear, -   , 0.15 , -   , -   , 0.15 
Switzerland,SYR,Syrian Arab Republic,LMICs,Emr, -   , -   , 0.13 , -   , 0.13 
Switzerland,VNM,Viet Nam,LMICs,Wpr, -   , -   , 0.12 , -   , 0.12 
Switzerland,SEN,Senegal,LDCs,Afr, -   , 0.09 , -   , -   , 0.09 
Switzerland,PAK,Pakistan,LMICs,Emr, -   , 0.00 , 0.07 , -   , 0.08 
Switzerland,IRN,Iran (Islamic Republic of),UMICs,Emr, -   , -   , 0.05 , -   , 0.05 
Switzerland,CUB,Cuba,UMICs,Amr, -   , 0.05 , -   , -   , 0.05 
Switzerland,TGO,Togo,LDCs,Afr, -   , -   , 0.04 , -   , 0.04 
Switzerland,NER,Niger,LDCs,Afr, -   ,-0.06 , 0.10 , -   , 0.04 
Switzerland,MNG,Mongolia,LMICs,Wpr, -   , 0.02 , 0.00 , -   , 0.03 
Switzerland,HTI,Haiti,LDCs,Amr, 0.02 , -   , -   , -   , 0.02 
Switzerland,JOR,Jordan,UMICs,Emr, -   , -   , 0.01 , -   , 0.01 
Switzerland,SSD,South Sudan,Other LICs,Emr, -   , -   , 0.01 , -   , 0.01 
Switzerland,MDG,Madagascar,LDCs,Afr, -   , -   , 0.01 , -   , 0.01 
Switzerland,AFG,Afghanistan,LDCs,Emr, -   , -   , -   , 0.01 , 0.01 
Switzerland,MEX,Mexico,UMICs,Amr, -   , 0.01 , -   , -   , 0.01 
Switzerland,UGA,Uganda,LDCs,Afr, -   , 0.00 , -   , -   , 0.00 
Switzerland,NIC,Nicaragua,LMICs,Amr, -   , -   , 0.00 , -   , 0.00 
Switzerland,SRB,Serbia,UMICs,Eur, -   , -   , 0.00 , -   , 0.00 
Switzerland,CIV,Côte d'Ivoire,LMICs,Afr, -   , -   , 0.00 , -   , 0.00 
Switzerland,MYS,Malaysia,UMICs,Wpr, -   , -   , 0.00 , -   , 0.00 
Switzerland,ZAF,South Africa,UMICs,Afr, -   ,-0.07 , -   , -   ,-0.07 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",ETH,Ethiopia,LDCs,Afr, -   , 438.99 , -   , -   , 438.99 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",IND,India,LMICs,Sear, -   , 313.64 , -   , -   , 313.64 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",TZA,United Republic of Tanzania,LDCs,Afr, -   , 264.02 , -   , -   , 264.02 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",RWA,Rwanda,LDCs,Afr, -   , 261.66 , 0.50 , -   , 262.16 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",CHN,China,UMICs,Wpr, -   , 185.64 , -   , -   , 185.64 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MWI,Malawi,LDCs,Afr, -   , 144.08 , 16.83 , -   , 160.91 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",IDN,Indonesia,LMICs,Sear, -   , 159.12 , -   , -   , 159.12 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",NGA,Nigeria,LMICs,Afr, -   , 148.65 , -   , -   , 148.65 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",ZMB,Zambia,LDCs,Afr, -   , 137.60 , -   , -   , 137.60 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",ZWE,Zimbabwe,Other LICs,Afr, -   , 131.33 , -   , -   , 131.33 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SDN,Sudan,LDCs,Emr, -   , 120.13 , -   , -   , 120.13 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",COD,Democratic Republic of the Congo,LDCs,Afr, -   , 117.63 , -   , -   , 117.63 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",KHM,Cambodia,LDCs,Wpr, -   , 107.92 , 8.20 , -   , 116.13 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",THA,Thailand,UMICs,Sear, -   , 99.95 , -   , -   , 99.95 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",KEN,Kenya,Other LICs,Afr, -   , 90.95 , -   , -   , 90.95 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",GHA,Ghana,LMICs,Afr, -   , 90.30 , -   , -   , 90.30 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MOZ,Mozambique,LDCs,Afr, -   , 89.95 , -   , -   , 89.95 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BFA,Burkina Faso,LDCs,Afr, -   , 83.84 , -   , -   , 83.84 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",CIV,Côte d'Ivoire,LMICs,Afr, -   , 83.78 , -   , -   , 83.78 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MDG,Madagascar,LDCs,Afr, -   , 83.65 , -   , -   , 83.65 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",UGA,Uganda,LDCs,Afr, -   , 81.58 , -   , -   , 81.58 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",CMR,Cameroon,LMICs,Afr, -   , 80.60 , -   , -   , 80.60 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",UKR,Ukraine,LMICs,Eur, -   , 79.56 , -   , -   , 79.56 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",PHL,Philippines,LMICs,Wpr, -   , 78.53 , -   , -   , 78.53 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BGD,Bangladesh,LDCs,Sear, -   , 73.76 , -   , -   , 73.76 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BEN,Benin,LDCs,Afr, -   , 68.90 , -   , -   , 68.90 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",VNM,Viet Nam,LMICs,Wpr, -   , 63.59 , -   , -   , 63.59 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",ZAF,South Africa,UMICs,Afr, -   , 62.81 , -   , -   , 62.81 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",ERI,Eritrea,LDCs,Afr, -   , 54.35 , -   , -   , 54.35 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SWZ,Swaziland,LMICs,Afr, -   , 51.08 , -   , -   , 51.08 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Global and Regional,Global and Regional,Global and Regional,Global and Regional, -   , 49.88 , -   , -   , 49.88 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",HTI,Haiti,LDCs,Amr, -   , 48.44 , -   , -   , 48.44 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",TGO,Togo,LDCs,Afr, -   , 47.80 , -   , -   , 47.80 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",TCD,Chad,LDCs,Afr, -   , 46.92 , -   , -   , 46.92 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MMR,Myanmar,LDCs,Sear, -   , 44.16 , -   , -   , 44.16 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",LSO,Lesotho,LDCs,Afr, -   , 43.44 , -   , -   , 43.44 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BDI,Burundi,LDCs,Afr, -   , 43.07 , -   , -   , 43.07 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SOM,Somalia,LDCs,Emr, -   , 42.90 , -   , -   , 42.90 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SLE,Sierra Leone,LDCs,Afr, -   , 40.39 , -   , -   , 40.39 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SEN,Senegal,LDCs,Afr, -   , 40.19 , -   , -   , 40.19 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",LBR,Liberia,LDCs,Afr, -   , 38.13 , -   , -   , 38.13 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",NAM,Namibia,UMICs,Afr, -   , 37.04 , -   , -   , 37.04 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",KAZ,Kazakhstan,UMICs,Eur, -   , 36.99 , -   , -   , 36.99 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",TJK,Tajikistan,Other LICs,Eur, -   , 36.95 , -   , -   , 36.95 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",PAK,Pakistan,LMICs,Emr, -   , 34.64 , -   , -   , 34.64 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",DOM,Dominican Republic,UMICs,Amr, -   , 33.40 , -   , -   , 33.40 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",GMB,Gambia,LDCs,Afr, -   , 33.30 , -   , -   , 33.30 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SSD,South Sudan,Other LICs,Emr, -   , 32.93 , -   , -   , 32.93 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",GTM,Guatemala,LMICs,Amr, -   , 32.38 , -   , -   , 32.38 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",NPL,Nepal,LDCs,Sear, -   , 31.85 , -   , -   , 31.85 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",PRK,Democratic People's Republic of Korea,Other LICs,Sear, -   , 31.12 , -   , -   , 31.12 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",PER,Peru,UMICs,Amr, -   , 30.93 , -   , -   , 30.93 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",COG,Congo,LMICs,Afr, -   , 30.27 , -   , -   , 30.27 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",AGO,Angola,LDCs,Afr, -   , 29.43 , -   , -   , 29.43 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",AZE,Azerbaijan,UMICs,Eur, -   , 26.69 , -   , -   , 26.69 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",COL,Colombia,UMICs,Amr, -   , 26.53 , -   , -   , 26.53 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",GEO,Georgia,LMICs,Eur, -   , 25.85 , -   , -   , 25.85 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MDA,Republic of Moldova,LMICs,Eur, -   , 24.61 , -   , -   , 24.61 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BLR,Belarus,UMICs,Eur, -   , 24.59 , -   , -   , 24.59 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",LAO,Lao People's Democratic Republic,LDCs,Wpr, -   , 24.46 , -   , -   , 24.46 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",GNB,Guinea-Bissau,LDCs,Afr, -   , 22.62 , 0.67 , -   , 23.29 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",KGZ,Kyrgyzstan,Other LICs,Eur, -   , 22.06 , -   , -   , 22.06 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",GIN,Guinea,LDCs,Afr, -   , 21.10 , -   , -   , 21.10 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",HND,Honduras,LMICs,Amr, -   , 20.68 , -   , -   , 20.68 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MLI,Mali,LDCs,Afr, -   , 20.66 , -   , -   , 20.66 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",JAM,Jamaica,UMICs,Amr, -   , 20.03 , -   , -   , 20.03 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",PNG,Papua New Guinea,LMICs,Wpr, -   , 19.90 , -   , -   , 19.90 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",CUB,Cuba,UMICs,Amr, -   , 19.64 , -   , -   , 19.64 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BRA,Brazil,UMICs,Amr, -   , 18.73 , -   , -   , 18.73 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",IRN,Iran (Islamic Republic of),UMICs,Emr, -   , 18.26 , -   , -   , 18.26 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",LKA,Sri Lanka,LMICs,Sear, -   , 18.14 , -   , -   , 18.14 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BIH,Bosnia and Herzegovina,UMICs,Eur, -   , 16.86 , -   , -   , 16.86 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",UZB,Uzbekistan,LMICs,Eur, -   , 16.71 , -   , -   , 16.71 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",NIC,Nicaragua,LMICs,Amr, -   , 16.25 , -   , -   , 16.25 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",ECU,Ecuador,UMICs,Amr, -   , 15.74 , -   , -   , 15.74 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SLV,El Salvador,LMICs,Amr, -   , 15.39 , -   , -   , 15.39 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MAR,Morocco,LMICs,Emr, -   , 14.41 , -   , -   , 14.41 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",IRQ,Iraq,LMICs,Emr, -   , 14.23 , -   , -   , 14.23 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",NER,Niger,LDCs,Afr, -   , 14.14 , -   , -   , 14.14 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",CAF,Central African Republic,LDCs,Afr, -   , 13.91 , -   , -   , 13.91 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",PRY,Paraguay,LMICs,Amr, -   , 13.59 , -   , -   , 13.59 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BOL,Bolivia (Plurinational State of),LMICs,Amr, -   , 13.38 , -   , -   , 13.38 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MEX,Mexico,UMICs,Amr, -   , 12.72 , -   , -   , 12.72 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",GUY,Guyana,LMICs,Amr, -   , 12.17 , -   , -   , 12.17 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",AFG,Afghanistan,LDCs,Emr, -   , 10.86 , -   , -   , 10.86 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",YEM,Yemen,LDCs,Emr, -   , 10.74 , -   , -   , 10.74 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SRB,Serbia,UMICs,Eur, -   , 10.54 , -   , -   , 10.54 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MNG,Mongolia,LMICs,Wpr, -   , 9.39 , 1.00 , -   , 10.39 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",ARM,Armenia,LMICs,Eur, -   , 9.85 , -   , -   , 9.85 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",GNQ,Equatorial Guinea,LDCs,Afr, -   , 9.80 , -   , -   , 9.80 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",TUN,Tunisia,UMICs,Emr, -   , 8.42 , -   , -   , 8.42 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",TLS,Timor-Leste,LDCs,Sear, -   , 8.26 , -   , -   , 8.26 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MKD,The former Yugoslav Republic of Macedonia,UMICs,Eur, -   , 7.38 , -   , -   , 7.38 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",COM,Comoros,LDCs,Afr, -   , 6.54 , -   , -   , 6.54 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",TKM,Turkmenistan,LMICs,Eur, -   , 5.92 , -   , -   , 5.92 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SUR,Suriname,UMICs,Amr, -   , 4.98 , -   , -   , 4.98 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",DJI,Djibouti,LDCs,Emr, -   , 4.49 , -   , -   , 4.49 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",FJI,Fiji,LMICs,Wpr, -   , 4.40 , -   , -   , 4.40 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",CPV,Cape Verde,LMICs,Afr, -   , 4.11 , -   , -   , 4.11 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MUS,Mauritius,UMICs,Afr, -   , 3.30 , -   , -   , 3.30 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",UNK,Kosovo (SCR 1244 (1999)),LMICs,Not UN, -   , 3.19 , -   , -   , 3.19 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MNE,Montenegro,UMICs,Eur, -   , 3.07 , -   , -   , 3.07 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",GAB,Gabon,UMICs,Afr, -   , 3.06 , -   , -   , 3.06 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",STP,Sao Tome and Principe,LDCs,Afr, -   , 3.02 , -   , -   , 3.02 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",EGY,Egypt,LMICs,Emr, -   , 2.70 , -   , -   , 2.70 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , 2.54 , -   , -   , 2.54 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BTN,Bhutan,LDCs,Sear, -   , 2.39 , -   , -   , 2.39 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BWA,Botswana,UMICs,Afr, -   , 2.37 , -   , -   , 2.37 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SYR,Syrian Arab Republic,LMICs,Emr, -   , 1.95 , -   , -   , 1.95 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",SLB,Solomon Islands,LDCs,Wpr, -   , 1.92 , -   , -   , 1.92 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",JOR,Jordan,UMICs,Emr, -   , 1.86 , -   , -   , 1.86 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",ARG,Argentina,UMICs,Amr, -   , 1.44 , -   , -   , 1.44 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",BLZ,Belize,LMICs,Amr, -   , 1.36 , -   , -   , 1.36 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",ALB,Albania,UMICs,Eur, -   , 1.26 , -   , -   , 1.26 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MYS,Malaysia,UMICs,Wpr, -   , 1.25 , -   , -   , 1.25 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MRT,Mauritania,LDCs,Afr, -   , 1.08 , -   , -   , 1.08 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",MDV,Maldives,UMICs,Sear, -   , 0.76 , -   , -   , 0.76 
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",CRI,Costa Rica,UMICs,Amr, -   , -   , -   , -   , -   
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",PAN,Panama,UMICs,Amr, -   , -   , -   , -   , -   
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",URY,Uruguay,UMICs,Amr, -   , -   , -   , -   , -   
UNAIDS,Global and Regional,Global and Regional,Global and Regional,Global and Regional, -   , 219.95 , -   , -   , 219.95 
UNAIDS,ZAF,South Africa,UMICs,Afr, -   , 4.26 , -   , -   , 4.26 
UNAIDS,NGA,Nigeria,LMICs,Afr, -   , 3.82 , -   , -   , 3.82 
UNAIDS,CHN,China,UMICs,Wpr, -   , 3.39 , -   , -   , 3.39 
