Donor,Year,WHO Region,"Disbursements, Million, constant 2010 US$"
Australia,2005,Afr, 0.00 
Australia,2005,Emr, 1.75 
Australia,2005,Eur, -   
Australia,2005,MULTI, 24.29 
Australia,2005,Not UN, 0.25 
Australia,2005,Sear, 36.76 
Australia,2005,Wpr, 115.15 
Australia,2006,Afr, 0.07 
Australia,2006,Emr, 8.39 
Australia,2006,MULTI, 64.31 
Australia,2006,Sear, 65.87 
Australia,2006,Wpr, 115.26 
Australia,2007,Afr, 1.05 
Australia,2007,Emr, 7.01 
Australia,2007,MULTI, 45.28 
Australia,2007,Not UN, 0.51 
Australia,2007,Sear, 67.86 
Australia,2007,Wpr, 99.78 
Australia,2008,Afr, 1.91 
Australia,2008,Emr, 8.58 
Australia,2008,MULTI, 73.18 
Australia,2008,Not UN, -   
Australia,2008,Sear, 54.31 
Australia,2008,Wpr, 103.32 
Australia,2009,Afr, 12.77 
Australia,2009,Amr, 0.06 
Australia,2009,Emr, 22.90 
Australia,2009,Eur, 0.00 
Australia,2009,MULTI, 66.91 
Australia,2009,Not UN, 0.23 
Australia,2009,Sear, 60.47 
Australia,2009,Wpr, 116.02 
Australia,2010,Afr, 4.50 
Australia,2010,Amr, 0.48 
Australia,2010,Emr, 24.39 
Australia,2010,MULTI, 75.78 
Australia,2010,Not UN, 0.00 
Australia,2010,Sear, 76.98 
Australia,2010,Wpr, 151.13 
Australia,2011,Afr, 9.73 
Australia,2011,Amr, 0.74 
Australia,2011,Emr, 29.90 
Australia,2011,MULTI, 79.43 
Australia,2011,Not UN, 1.30 
Australia,2011,Sear, 88.38 
Australia,2011,Wpr, 189.39 
Austria,2001,Afr, 12.20 
Austria,2001,Amr, 12.65 
Austria,2001,Emr, 0.24 
Austria,2001,Eur, 0.88 
Austria,2001,MULTI, 0.12 
Austria,2001,Not UN, 0.77 
Austria,2001,Sear, 11.95 
Austria,2001,Wpr, 12.70 
Austria,2002,Afr, 2.70 
Austria,2002,Amr, 0.91 
Austria,2002,Emr, 1.82 
Austria,2002,Eur, 0.39 
Austria,2002,MULTI, 1.61 
Austria,2002,Not UN, 0.92 
Austria,2002,Sear, 0.04 
Austria,2002,Wpr, 0.10 
Austria,2003,Afr, 4.52 
Austria,2003,Amr, 2.02 
Austria,2003,Emr, 0.36 
Austria,2003,Eur, 0.20 
Austria,2003,MULTI, 0.03 
Austria,2003,Not UN, 0.81 
Austria,2003,Sear, 0.11 
Austria,2003,Wpr, 0.19 
Austria,2004,Afr, 4.30 
Austria,2004,Amr, 1.67 
Austria,2004,Emr, 1.08 
Austria,2004,Eur, 0.38 
Austria,2004,MULTI, 0.31 
Austria,2004,Not UN, 1.00 
Austria,2004,Sear, 0.15 
Austria,2004,Wpr, 0.49 
Austria,2005,Afr, 3.66 
Austria,2005,Amr, 2.78 
Austria,2005,Emr, 0.47 
Austria,2005,Eur, 0.42 
Austria,2005,MULTI, 1.02 
Austria,2005,Not UN, 0.85 
Austria,2005,Sear, 0.07 
Austria,2005,Wpr, 0.00 
Austria,2006,Afr, 6.06 
Austria,2006,Amr, 4.02 
Austria,2006,Emr, 0.15 
Austria,2006,Eur, 0.83 
Austria,2006,MULTI, 1.54 
Austria,2006,Not UN, 2.51 
Austria,2006,Sear, 0.43 
Austria,2006,Wpr, 0.14 
Austria,2007,Afr, 5.81 
Austria,2007,Amr, 2.87 
Austria,2007,Emr, 0.66 
Austria,2007,Eur, 1.16 
Austria,2007,MULTI, 1.57 
Austria,2007,Not UN, 0.62 
Austria,2007,Sear, 0.36 
Austria,2007,Wpr, 1.07 
Austria,2008,Afr, 3.72 
Austria,2008,Amr, 3.01 
Austria,2008,Emr, 0.20 
Austria,2008,Eur, 2.30 
Austria,2008,MULTI, 1.76 
Austria,2008,Not UN, 1.51 
Austria,2008,Sear, 0.56 
Austria,2008,Wpr, 0.16 
Austria,2009,Afr, 3.22 
Austria,2009,Amr, 2.72 
Austria,2009,Emr, 0.14 
Austria,2009,Eur, 1.56 
Austria,2009,MULTI, 2.17 
Austria,2009,Not UN, 0.71 
Austria,2009,Sear, 0.42 
Austria,2009,Wpr, 0.47 
Austria,2010,Afr, 1.46 
Austria,2010,Amr, 1.74 
Austria,2010,Emr, 0.05 
Austria,2010,Eur, 3.50 
Austria,2010,MULTI, 1.13 
Austria,2010,Not UN, 1.36 
Austria,2010,Sear, 0.41 
Austria,2010,Wpr, 0.19 
Austria,2011,Afr, 2.81 
Austria,2011,Amr, 3.03 
Austria,2011,Emr, 0.19 
Austria,2011,Eur, 2.27 
Austria,2011,MULTI, 0.48 
Austria,2011,Not UN, 2.20 
Austria,2011,Sear, 0.61 
Austria,2011,Wpr, 2.43 
BADEA,2011,Afr, 5.25 
BADEA,2011,MULTI, 0.26 
Belgium,2001,Afr, 54.81 
Belgium,2001,Amr, 10.34 
Belgium,2001,Emr, 0.34 
Belgium,2001,Eur, 0.18 
Belgium,2001,MULTI, 37.61 
Belgium,2001,Not UN, 5.98 
Belgium,2001,Sear, 2.63 
Belgium,2001,Wpr, 9.29 
Belgium,2002,Afr, 54.96 
Belgium,2002,Amr, 8.16 
Belgium,2002,Emr, 0.67 
Belgium,2002,Eur, -   
Belgium,2002,MULTI, 43.19 
Belgium,2002,Not UN, 0.68 
Belgium,2002,Sear, 3.84 
Belgium,2002,Wpr, 5.87 
Belgium,2003,Afr, 53.63 
Belgium,2003,Amr, 4.84 
Belgium,2003,Emr, 0.73 
Belgium,2003,Eur, 0.02 
Belgium,2003,MULTI, 48.54 
Belgium,2003,Not UN, 0.28 
Belgium,2003,Sear, 2.55 
Belgium,2003,Wpr, 4.74 
Belgium,2004,Afr, 49.71 
Belgium,2004,Amr, 4.07 
Belgium,2004,Emr, 0.50 
Belgium,2004,Eur, -   
Belgium,2004,MULTI, 32.66 
Belgium,2004,Not UN, 1.45 
Belgium,2004,Sear, 2.00 
Belgium,2004,Wpr, 6.87 
Belgium,2005,Afr, 64.24 
Belgium,2005,Amr, 11.18 
Belgium,2005,Emr, 0.23 
Belgium,2005,Eur, -   
Belgium,2005,MULTI, 24.01 
Belgium,2005,Not UN, 1.08 
Belgium,2005,Sear, 1.77 
Belgium,2005,Wpr, 8.37 
Belgium,2006,Afr, 77.16 
Belgium,2006,Amr, 13.35 
Belgium,2006,Emr, 0.24 
Belgium,2006,MULTI, 28.33 
Belgium,2006,Not UN, 1.35 
Belgium,2006,Sear, 1.65 
Belgium,2006,Wpr, 11.77 
Belgium,2007,Afr, 87.84 
Belgium,2007,Amr, 8.71 
Belgium,2007,Emr, 0.21 
Belgium,2007,MULTI, 32.70 
Belgium,2007,Not UN, 1.25 
Belgium,2007,Sear, 1.63 
Belgium,2007,Wpr, 16.79 
Belgium,2008,Afr, 83.11 
Belgium,2008,Amr, 12.91 
Belgium,2008,Emr, 0.73 
Belgium,2008,MULTI, 28.32 
Belgium,2008,Not UN, 0.98 
Belgium,2008,Sear, 3.39 
Belgium,2008,Wpr, 11.27 
Belgium,2009,Afr, 95.91 
Belgium,2009,Amr, 10.24 
Belgium,2009,Emr, 0.90 
Belgium,2009,MULTI, 31.63 
Belgium,2009,Not UN, 1.41 
Belgium,2009,Sear, 3.16 
Belgium,2009,Wpr, 8.32 
Belgium,2010,Afr, 108.70 
Belgium,2010,Amr, 15.06 
Belgium,2010,Emr, 0.87 
Belgium,2010,Eur, -   
Belgium,2010,MULTI, 26.36 
Belgium,2010,Not UN, 1.54 
Belgium,2010,Sear, 3.44 
Belgium,2010,Wpr, 6.40 
Belgium,2011,Afr, 94.54 
Belgium,2011,Amr, 15.91 
Belgium,2011,Emr, 0.48 
Belgium,2011,Eur, 0.52 
Belgium,2011,MULTI, 31.96 
Belgium,2011,Not UN, 2.76 
Belgium,2011,Sear, 3.86 
Belgium,2011,Wpr, 7.93 
Canada,2001,Afr, 13.62 
Canada,2001,Amr, 9.39 
Canada,2001,Emr, 1.79 
Canada,2001,Eur, 7.76 
Canada,2001,MULTI, 24.59 
Canada,2001,Not UN, 6.74 
Canada,2001,Sear, 11.16 
Canada,2001,Wpr, 1.48 
Canada,2002,Afr, 50.18 
Canada,2002,Amr, 21.01 
Canada,2002,Emr, 3.03 
Canada,2002,Eur, 6.56 
Canada,2002,MULTI, 28.46 
Canada,2002,Not UN, 2.61 
Canada,2002,Sear, 9.08 
Canada,2002,Wpr, 3.49 
Canada,2003,Afr, 52.85 
Canada,2003,Amr, 17.32 
Canada,2003,Emr, 3.37 
Canada,2003,Eur, 6.98 
Canada,2003,MULTI, 53.05 
Canada,2003,Not UN, 0.01 
Canada,2003,Sear, 21.75 
Canada,2003,Wpr, 11.58 
Canada,2004,Afr, 67.09 
Canada,2004,Amr, 13.04 
Canada,2004,Emr, 4.18 
Canada,2004,Eur, 3.91 
Canada,2004,MULTI, 122.42 
Canada,2004,Not UN, 0.01 
Canada,2004,Sear, 30.11 
Canada,2004,Wpr, 7.75 
Canada,2005,Afr, 67.92 
Canada,2005,Amr, 18.16 
Canada,2005,Emr, 4.43 
Canada,2005,Eur, 2.69 
Canada,2005,MULTI, 257.98 
Canada,2005,Sear, 34.02 
Canada,2005,Wpr, 2.93 
Canada,2006,Afr, 98.06 
Canada,2006,Amr, 29.12 
Canada,2006,Emr, 3.47 
Canada,2006,Eur, 2.73 
Canada,2006,MULTI, 76.03 
Canada,2006,Not UN, 0.01 
Canada,2006,Sear, 41.42 
Canada,2006,Wpr, 3.72 
Canada,2007,Afr, 131.07 
Canada,2007,Amr, 47.56 
Canada,2007,Emr, 27.01 
Canada,2007,Eur, 3.85 
Canada,2007,MULTI, 219.59 
Canada,2007,Not UN, 0.38 
Canada,2007,Sear, 20.13 
Canada,2007,Wpr, 3.00 
Canada,2008,Afr, 120.37 
Canada,2008,Amr, 45.91 
Canada,2008,Emr, 45.24 
Canada,2008,Eur, 3.39 
Canada,2008,MULTI, 181.58 
Canada,2008,Not UN, 0.42 
Canada,2008,Sear, 30.32 
Canada,2008,Wpr, 2.03 
Canada,2009,Afr, 151.79 
Canada,2009,Amr, 53.79 
Canada,2009,Emr, 59.26 
Canada,2009,Eur, 3.27 
Canada,2009,MULTI, 210.23 
Canada,2009,Not UN, 0.54 
Canada,2009,Sear, 15.41 
Canada,2009,Wpr, 5.56 
Canada,2010,Afr, 149.51 
Canada,2010,Amr, 36.76 
Canada,2010,Emr, 35.71 
Canada,2010,Eur, 0.12 
Canada,2010,MULTI, 211.58 
Canada,2010,Not UN, 0.07 
Canada,2010,Sear, 11.81 
Canada,2010,Wpr, 3.31 
Canada,2011,Afr, 232.75 
Canada,2011,Amr, 64.65 
Canada,2011,Emr, 35.61 
Canada,2011,Eur, 0.08 
Canada,2011,MULTI, 268.03 
Canada,2011,Not UN, 0.06 
Canada,2011,Sear, 20.47 
Canada,2011,Wpr, 1.32 
Czech Republic,2011,Afr, 0.68 
Czech Republic,2011,Emr, 0.64 
Czech Republic,2011,Eur, 0.89 
Czech Republic,2011,MULTI, 0.02 
Czech Republic,2011,Sear, 0.01 
Czech Republic,2011,Wpr, 0.69 
Denmark,2001,Afr, 21.43 
Denmark,2001,Amr, 1.40 
Denmark,2001,Emr, 6.19 
Denmark,2001,Eur, 0.36 
Denmark,2001,MULTI, 8.97 
Denmark,2001,Sear, 13.62 
Denmark,2001,Wpr, 2.10 
Denmark,2002,Afr, -   
Denmark,2002,Amr, -   
Denmark,2002,Emr, -   
Denmark,2002,Eur, -   
Denmark,2002,MULTI, -   
Denmark,2002,Sear, -   
Denmark,2002,Wpr, -   
Denmark,2003,Afr, 46.22 
Denmark,2003,Amr, 1.11 
Denmark,2003,Emr, 0.52 
Denmark,2003,Eur, 0.06 
Denmark,2003,MULTI, 6.88 
Denmark,2003,Sear, 13.98 
Denmark,2003,Wpr, 0.49 
Denmark,2004,Afr, 64.14 
Denmark,2004,Amr, 0.74 
Denmark,2004,Emr, 1.27 
Denmark,2004,MULTI, 5.96 
Denmark,2004,Sear, 5.25 
Denmark,2004,Wpr, 0.52 
Denmark,2005,Afr, 71.78 
Denmark,2005,Amr, 0.79 
Denmark,2005,Emr, 2.52 
Denmark,2005,Eur, 0.09 
Denmark,2005,MULTI, 3.75 
Denmark,2005,Sear, 11.69 
Denmark,2005,Wpr, 0.51 
Denmark,2006,Afr, 66.54 
Denmark,2006,Amr, 0.35 
Denmark,2006,Emr, 0.04 
Denmark,2006,Eur, 0.73 
Denmark,2006,MULTI, 3.29 
Denmark,2006,Not UN, -   
Denmark,2006,Sear, 5.97 
Denmark,2006,Wpr, 2.41 
Denmark,2007,Afr, 70.92 
Denmark,2007,Amr, 1.16 
Denmark,2007,Emr, 3.50 
Denmark,2007,Eur, 0.60 
Denmark,2007,MULTI, 2.75 
Denmark,2007,Sear, 2.49 
Denmark,2007,Wpr, 1.84 
Denmark,2008,Afr, 73.66 
Denmark,2008,Amr, 1.14 
Denmark,2008,Emr, 3.64 
Denmark,2008,Eur, 1.25 
Denmark,2008,MULTI, 3.43 
Denmark,2008,Not UN, 0.23 
Denmark,2008,Sear, 1.66 
Denmark,2008,Wpr, 0.42 
Denmark,2009,Afr, 106.20 
Denmark,2009,Amr, 0.97 
Denmark,2009,Emr, 5.11 
Denmark,2009,Eur, 0.76 
Denmark,2009,MULTI, 12.02 
Denmark,2009,Not UN, 0.51 
Denmark,2009,Sear, 2.73 
Denmark,2009,Wpr, 0.50 
Denmark,2010,Afr, 122.94 
Denmark,2010,Amr, 0.69 
Denmark,2010,Emr, 4.23 
Denmark,2010,Eur, 0.69 
Denmark,2010,MULTI, 33.32 
Denmark,2010,Not UN, 0.91 
Denmark,2010,Sear, 4.30 
Denmark,2010,Wpr, 2.54 
Denmark,2011,Afr, 98.78 
Denmark,2011,Amr, 0.45 
Denmark,2011,Emr, 5.24 
Denmark,2011,Eur, 0.81 
Denmark,2011,MULTI, 27.15 
Denmark,2011,Not UN, 0.73 
Denmark,2011,Sear, 4.04 
Denmark,2011,Wpr, 2.42 
EU Institutions,2001,Afr, 109.05 
EU Institutions,2001,Amr, 6.59 
EU Institutions,2001,Emr, 0.04 
EU Institutions,2001,MULTI, 4.69 
EU Institutions,2001,Not UN, -   
EU Institutions,2001,Sear, -   
EU Institutions,2001,Wpr, 0.44 
EU Institutions,2002,Afr, 96.49 
EU Institutions,2002,Amr, 5.69 
EU Institutions,2002,Emr, -   
EU Institutions,2002,Eur, -   
EU Institutions,2002,MULTI, 14.27 
EU Institutions,2002,Not UN, -   
EU Institutions,2002,Sear, -   
EU Institutions,2002,Wpr, 0.28 
EU Institutions,2003,Afr, 94.48 
EU Institutions,2003,Amr, 3.17 
EU Institutions,2003,Emr, 2.18 
EU Institutions,2003,Eur, 0.20 
EU Institutions,2003,MULTI, 23.29 
EU Institutions,2003,Not UN, -   
EU Institutions,2003,Sear, -   
EU Institutions,2003,Wpr, 1.24 
EU Institutions,2004,Afr, 213.36 
EU Institutions,2004,Amr, 8.92 
EU Institutions,2004,Emr, -   
EU Institutions,2004,Eur, -   
EU Institutions,2004,MULTI, 6.84 
EU Institutions,2004,Sear, -   
EU Institutions,2004,Wpr, 2.09 
EU Institutions,2005,Afr, 232.70 
EU Institutions,2005,Amr, 33.40 
EU Institutions,2005,Emr, 50.60 
EU Institutions,2005,Eur, 24.12 
EU Institutions,2005,MULTI, 79.15 
EU Institutions,2005,Not UN, 7.22 
EU Institutions,2005,Sear, 47.77 
EU Institutions,2005,Wpr, 8.91 
EU Institutions,2006,Afr, 192.91 
EU Institutions,2006,Amr, 27.39 
EU Institutions,2006,Emr, 159.81 
EU Institutions,2006,Eur, 45.04 
EU Institutions,2006,MULTI, 100.03 
EU Institutions,2006,Not UN, 1.46 
EU Institutions,2006,Sear, 131.75 
EU Institutions,2006,Wpr, 18.64 
EU Institutions,2007,Afr, 228.55 
EU Institutions,2007,Amr, 34.81 
EU Institutions,2007,Emr, 101.79 
EU Institutions,2007,Eur, 37.99 
EU Institutions,2007,MULTI, 187.14 
EU Institutions,2007,Not UN, 4.06 
EU Institutions,2007,Sear, 37.38 
EU Institutions,2007,Wpr, 29.68 
EU Institutions,2008,Afr, 219.41 
EU Institutions,2008,Amr, 26.72 
EU Institutions,2008,Emr, 109.00 
EU Institutions,2008,Eur, 37.71 
EU Institutions,2008,MULTI, 176.51 
EU Institutions,2008,Not UN, 1.18 
EU Institutions,2008,Sear, 79.97 
EU Institutions,2008,Wpr, 24.92 
EU Institutions,2009,Afr, 180.50 
EU Institutions,2009,Amr, 58.69 
EU Institutions,2009,Emr, 90.24 
EU Institutions,2009,Eur, 52.64 
EU Institutions,2009,MULTI, 98.71 
EU Institutions,2009,Not UN, 2.64 
EU Institutions,2009,Sear, 44.76 
EU Institutions,2009,Wpr, 19.55 
EU Institutions,2010,Afr, 137.53 
EU Institutions,2010,Amr, 11.77 
EU Institutions,2010,Emr, 102.40 
EU Institutions,2010,Eur, 40.54 
EU Institutions,2010,MULTI, 71.31 
EU Institutions,2010,Not UN, 5.32 
EU Institutions,2010,Sear, 80.05 
EU Institutions,2010,Wpr, 23.09 
EU Institutions,2011,Afr, 217.89 
EU Institutions,2011,Amr, 22.57 
EU Institutions,2011,Emr, 115.74 
EU Institutions,2011,Eur, 57.26 
EU Institutions,2011,MULTI, 88.62 
EU Institutions,2011,Not UN, 7.46 
EU Institutions,2011,Sear, 77.88 
EU Institutions,2011,Wpr, 31.72 
Finland,2001,Afr, 12.95 
Finland,2001,Amr, 2.93 
Finland,2001,Emr, 0.83 
Finland,2001,Eur, 1.12 
Finland,2001,MULTI, 5.64 
Finland,2001,Not UN, 0.01 
Finland,2001,Sear, 1.10 
Finland,2001,Wpr, 2.45 
Finland,2002,Afr, 9.10 
Finland,2002,Amr, 2.00 
Finland,2002,Emr, 2.05 
Finland,2002,Eur, 2.08 
Finland,2002,MULTI, 5.75 
Finland,2002,Sear, 2.23 
Finland,2002,Wpr, 1.61 
Finland,2003,Afr, 11.85 
Finland,2003,Amr, 4.81 
Finland,2003,Emr, 3.40 
Finland,2003,Eur, 1.32 
Finland,2003,MULTI, 4.11 
Finland,2003,Sear, 1.86 
Finland,2003,Wpr, 1.00 
Finland,2004,Afr, -   
Finland,2004,Amr, -   
Finland,2004,Emr, -   
Finland,2004,MULTI, -   
Finland,2004,Not UN, -   
Finland,2004,Sear, -   
Finland,2004,Wpr, -   
Finland,2005,Afr, -   
Finland,2005,Amr, -   
Finland,2005,Emr, -   
Finland,2005,Eur, -   
Finland,2005,MULTI, -   
Finland,2005,Not UN, -   
Finland,2005,Sear, -   
Finland,2005,Wpr, -   
Finland,2006,Afr, 8.27 
Finland,2006,Amr, 6.20 
Finland,2006,Emr, 3.07 
Finland,2006,Eur, 1.94 
Finland,2006,MULTI, 11.75 
Finland,2006,Not UN, 0.06 
Finland,2006,Sear, 2.67 
Finland,2006,Wpr, 8.66 
Finland,2007,Afr, 11.95 
Finland,2007,Amr, 6.37 
Finland,2007,Emr, 2.90 
Finland,2007,Eur, 2.24 
Finland,2007,MULTI, 10.63 
Finland,2007,Not UN, 0.07 
Finland,2007,Sear, 3.30 
Finland,2007,Wpr, 3.23 
Finland,2008,Afr, 12.41 
Finland,2008,Amr, 6.40 
Finland,2008,Emr, 2.25 
Finland,2008,Eur, 0.90 
Finland,2008,MULTI, 15.51 
Finland,2008,Not UN, 0.03 
Finland,2008,Sear, 3.40 
Finland,2008,Wpr, 2.46 
Finland,2009,Afr, 13.62 
Finland,2009,Amr, 4.55 
Finland,2009,Emr, 2.30 
Finland,2009,Eur, 0.76 
Finland,2009,MULTI, 8.15 
Finland,2009,Not UN, 0.06 
Finland,2009,Sear, 3.38 
Finland,2009,Wpr, 1.58 
Finland,2010,Afr, 11.23 
Finland,2010,Amr, 6.63 
Finland,2010,Emr, 3.12 
Finland,2010,Eur, 0.72 
Finland,2010,MULTI, 11.31 
Finland,2010,Not UN, 0.07 
Finland,2010,Sear, 2.85 
Finland,2010,Wpr, 1.04 
Finland,2011,Afr, 5.00 
Finland,2011,Amr, 6.87 
Finland,2011,Emr, 3.48 
Finland,2011,Eur, 0.79 
Finland,2011,MULTI, 10.39 
Finland,2011,Not UN, 0.11 
Finland,2011,Sear, 2.47 
Finland,2011,Wpr, 1.15 
France,2001,Afr, 74.26 
France,2001,Amr, 19.77 
France,2001,Emr, 9.07 
France,2001,Eur, 0.96 
France,2001,MULTI, 48.61 
France,2001,Not UN, 25.14 
France,2001,Sear, 6.46 
France,2001,Wpr, 8.33 
France,2002,Afr, 67.07 
France,2002,Amr, 19.31 
France,2002,Emr, 10.13 
France,2002,Eur, 0.57 
France,2002,MULTI, 52.82 
France,2002,Not UN, 21.93 
France,2002,Sear, 5.93 
France,2002,Wpr, 9.82 
France,2003,Afr, 78.12 
France,2003,Amr, 32.35 
France,2003,Emr, 10.40 
France,2003,Eur, 0.76 
France,2003,MULTI, 70.84 
France,2003,Not UN, 8.07 
France,2003,Sear, 10.22 
France,2003,Wpr, 9.54 
France,2004,Afr, 80.27 
France,2004,Amr, 26.33 
France,2004,Emr, 12.24 
France,2004,Eur, 2.35 
France,2004,MULTI, 110.48 
France,2004,Not UN, 4.07 
France,2004,Sear, 13.02 
France,2004,Wpr, 9.99 
France,2005,Afr, 79.42 
France,2005,Amr, 25.14 
France,2005,Emr, 15.91 
France,2005,Eur, 3.43 
France,2005,MULTI, 143.93 
France,2005,Not UN, 1.67 
France,2005,Sear, 10.19 
France,2005,Wpr, 10.82 
France,2006,Afr, 175.31 
France,2006,Amr, 34.57 
France,2006,Emr, 14.85 
France,2006,Eur, 0.55 
France,2006,MULTI, 26.30 
France,2006,Not UN, 1.06 
France,2006,Sear, 36.99 
France,2006,Wpr, 20.50 
France,2007,Afr, 30.41 
France,2007,Amr, 9.20 
France,2007,Emr, 15.51 
France,2007,Eur, 0.13 
France,2007,MULTI, 12.70 
France,2007,Not UN, 4.88 
France,2007,Sear, 2.03 
France,2007,Wpr, 17.13 
France,2008,Afr, 49.44 
France,2008,Amr, 3.59 
France,2008,Emr, 34.55 
France,2008,Eur, 0.95 
France,2008,MULTI, 214.61 
France,2008,Not UN, 1.01 
France,2008,Sear, 1.96 
France,2008,Wpr, 6.50 
France,2009,Afr, 73.55 
France,2009,Amr, 6.61 
France,2009,Emr, 35.02 
France,2009,Eur, 0.44 
France,2009,MULTI, 189.26 
France,2009,Not UN, 2.24 
France,2009,Sear, 3.91 
France,2009,Wpr, 10.91 
France,2010,Afr, 97.00 
France,2010,Amr, 7.37 
France,2010,Emr, 28.02 
France,2010,Eur, 0.48 
France,2010,MULTI, 265.45 
France,2010,Not UN, 1.46 
France,2010,Sear, 8.63 
France,2010,Wpr, 8.48 
France,2011,Afr, 70.10 
France,2011,Amr, 13.59 
France,2011,Emr, 31.32 
France,2011,Eur, 0.36 
France,2011,MULTI, 62.39 
France,2011,Not UN, 1.14 
France,2011,Sear, 11.44 
France,2011,Wpr, 8.01 
GAVI,2007,Afr, 279.43 
GAVI,2007,Amr, 0.41 
GAVI,2007,Emr, 66.30 
GAVI,2007,Eur, 2.15 
GAVI,2007,MULTI, 511.87 
GAVI,2007,Sear, 38.56 
GAVI,2007,Wpr, 12.54 
GAVI,2008,Afr, 363.31 
GAVI,2008,Amr, 7.20 
GAVI,2008,Emr, 117.71 
GAVI,2008,Eur, 11.78 
GAVI,2008,MULTI, 79.77 
GAVI,2008,Sear, 61.05 
GAVI,2008,Wpr, 21.82 
GAVI,2009,Afr, 207.40 
GAVI,2009,Amr, 6.48 
GAVI,2009,Emr, 68.39 
GAVI,2009,Eur, 9.23 
GAVI,2009,MULTI, 78.19 
GAVI,2009,Sear, 40.07 
GAVI,2009,Wpr, 6.96 
GAVI,2010,Afr, 291.27 
GAVI,2010,Amr, 16.85 
GAVI,2010,Emr, 161.46 
GAVI,2010,Eur, 16.46 
GAVI,2010,MULTI, 114.98 
GAVI,2010,Sear, 68.18 
GAVI,2010,Wpr, 30.19 
GAVI,2011,Afr, 456.66 
GAVI,2011,Amr, 8.94 
GAVI,2011,Emr, 79.21 
GAVI,2011,Eur, 9.70 
GAVI,2011,MULTI, 62.95 
GAVI,2011,Sear, 58.61 
GAVI,2011,Wpr, 24.19 
Germany,2001,Afr, 69.53 
Germany,2001,Amr, 30.91 
Germany,2001,Emr, 12.07 
Germany,2001,Eur, 8.01 
Germany,2001,MULTI, 9.91 
Germany,2001,Not UN, 1.93 
Germany,2001,Sear, 45.78 
Germany,2001,Wpr, 30.00 
Germany,2002,Afr, 47.38 
Germany,2002,Amr, 9.97 
Germany,2002,Emr, 11.57 
Germany,2002,Eur, 18.61 
Germany,2002,MULTI, 3.11 
Germany,2002,Not UN, 4.06 
Germany,2002,Sear, 38.59 
Germany,2002,Wpr, 15.53 
Germany,2003,Afr, 88.48 
Germany,2003,Amr, 13.28 
Germany,2003,Emr, 14.76 
Germany,2003,Eur, 10.00 
Germany,2003,MULTI, 13.60 
Germany,2003,Not UN, 1.52 
Germany,2003,Sear, 58.28 
Germany,2003,Wpr, 23.99 
Germany,2004,Afr, 103.76 
Germany,2004,Amr, 8.60 
Germany,2004,Emr, 9.79 
Germany,2004,Eur, 6.73 
Germany,2004,MULTI, 14.98 
Germany,2004,Not UN, 0.71 
Germany,2004,Sear, 37.11 
Germany,2004,Wpr, 78.48 
Germany,2005,Afr, 106.61 
Germany,2005,Amr, 6.73 
Germany,2005,Emr, 9.12 
Germany,2005,Eur, 18.13 
Germany,2005,MULTI, 11.78 
Germany,2005,Not UN, 0.98 
Germany,2005,Sear, 57.48 
Germany,2005,Wpr, 26.02 
Germany,2006,Afr, 103.65 
Germany,2006,Amr, 4.01 
Germany,2006,Emr, 11.61 
Germany,2006,Eur, 5.71 
Germany,2006,MULTI, 28.69 
Germany,2006,Not UN, 0.33 
Germany,2006,Sear, 73.48 
Germany,2006,Wpr, 45.45 
Germany,2007,Afr, 108.12 
Germany,2007,Amr, 3.65 
Germany,2007,Emr, 22.19 
Germany,2007,Eur, 11.31 
Germany,2007,MULTI, 45.18 
Germany,2007,Not UN, 0.16 
Germany,2007,Sear, 104.83 
Germany,2007,Wpr, 52.05 
Germany,2008,Afr, 118.93 
Germany,2008,Amr, 3.86 
Germany,2008,Emr, 23.91 
Germany,2008,Eur, 21.01 
Germany,2008,MULTI, 50.30 
Germany,2008,Not UN, 0.36 
Germany,2008,Sear, 123.62 
Germany,2008,Wpr, 37.09 
Germany,2009,Afr, 126.28 
Germany,2009,Amr, 4.80 
Germany,2009,Emr, 33.02 
Germany,2009,Eur, 23.89 
Germany,2009,MULTI, 44.60 
Germany,2009,Not UN, 1.00 
Germany,2009,Sear, 90.05 
Germany,2009,Wpr, 82.64 
Germany,2010,Afr, 143.57 
Germany,2010,Amr, 5.35 
Germany,2010,Emr, 47.18 
Germany,2010,Eur, 22.80 
Germany,2010,MULTI, 91.68 
Germany,2010,Not UN, 1.13 
Germany,2010,Sear, 120.74 
Germany,2010,Wpr, 42.81 
Germany,2011,Afr, 124.82 
Germany,2011,Amr, 4.80 
Germany,2011,Emr, 48.50 
Germany,2011,Eur, 27.21 
Germany,2011,MULTI, 62.73 
Germany,2011,Not UN, 1.37 
Germany,2011,Sear, 53.20 
Germany,2011,Wpr, 61.33 
Greece,2002,Emr, 1.31 
Greece,2002,Eur, 2.77 
Greece,2002,MULTI, 2.10 
Greece,2002,Not UN, 0.28 
Greece,2003,Afr, 0.73 
Greece,2003,Amr, 0.04 
Greece,2003,Emr, 2.11 
Greece,2003,Eur, 4.72 
Greece,2003,MULTI, 9.24 
Greece,2003,Not UN, 0.32 
Greece,2004,Afr, 1.03 
Greece,2004,Amr, 0.16 
Greece,2004,Emr, 2.37 
Greece,2004,Eur, 5.74 
Greece,2004,MULTI, 18.83 
Greece,2004,Not UN, 0.22 
Greece,2005,Afr, 0.69 
